ID_SOURCE,ID_TARGET,NILAI_TRANSAKSI
1339,1197,8000000
1101,1715,1200000
1101,1049,1200000
1101,1068,1200000
720,1577,300000
720,627,100000
720,19,200000
126,577,1400000
733,512,100000
1793,1408,200000
1732,1696,6400000
672,1043,2500000
586,1815,1200000
586,873,2300000
586,509,8500000
586,194,5100000
412,1574,100000
412,1238,2400000
1657,1732,100000
1385,844,100000
1334,2,200000
361,240,200000
742,1817,200000
788,842,3000000
788,1589,1500000
788,1523,500000
1782,1441,300000
1177,1196,1500000
1055,1080,400000
1271,431,1800000
1271,1445,5000000
459,546,700000
459,327,1100000
459,138,13000000
459,970,1900000
389,978,100000
114,1334,100000
114,317,600000
114,1484,200000
114,1650,500000
114,4,3300000
173,443,100000
173,1784,100000
1356,583,500000
1356,552,1600000
1356,54,2200000
1596,737,100000
1596,506,3100000
1387,436,200000
770,966,800000
770,1536,1100000
1292,1664,1500000
1292,1672,1100000
1292,1080,19900000
1292,1027,500000
332,1853,300000
1003,379,5000000
1027,1292,400000
1027,1136,500000
240,361,600000
1195,1703,500000
1195,1004,100000
56,1003,200000
1417,1394,200000
1417,871,100000
1417,577,300000
1417,1309,100000
460,2,100000
94,10,200000
124,370,100000
124,1632,2700000
124,1701,300000
124,308,200000
188,1821,100000
350,943,100000
350,132,1100000
902,1572,7700000
136,682,4900000
1814,1686,100000
390,474,1200000
390,1458,1200000
390,1320,1800000
390,631,1800000
390,315,1200000
390,1560,1200000
390,18,1200000
390,796,1200000
390,768,1200000
1157,1588,200000
1157,1335,100000
968,310,5400000
968,1555,2100000
185,268,6600000
116,1621,300000
1023,556,11600000
1154,615,1200000
1653,1152,100000
1382,774,2800000
1273,1740,2200000
387,120,300000
1155,348,1600000
1155,1126,1600000
1155,1826,4500000
1155,1746,1200000
1155,791,1200000
1155,334,2700000
1155,1795,2700000
1155,237,4100000
1155,256,2400000
1155,1192,2300000
1155,1535,3600000
1155,259,200000
1155,890,1200000
731,107,200000
241,1197,900000
1379,1447,8100000
1379,1634,1000000
1379,653,6000000
1381,22,4200000
1381,762,10400000
639,1357,1100000
639,1024,8500000
639,1786,1600000
639,1691,200000
1652,1484,100000
1652,317,200000
2,1484,1000000
2,407,600000
2,1650,600000
2,826,100000
2,1022,100000
2,317,400000
2,1334,800000
2,1757,200000
2,1075,500000
2,159,400000
2,1775,500000
2,460,500000
2,763,100000
2,1194,400000
2,1491,400000
621,1650,1000000
621,1075,400000
621,1842,1200000
621,872,100000
621,1484,500000
621,1428,1500000
621,317,300000
621,1757,100000
621,680,300000
1775,2,300000
407,2,300000
303,1747,67300000
376,1529,300000
376,1596,554500000
792,738,700000
792,1244,1000000
792,1151,200000
792,782,100000
792,216,100000
792,163,100000
792,566,100000
1343,774,4800000
1357,639,5100000
1357,455,28600000
1747,1611,151800000
1747,1820,171000000
1747,1088,200000
1747,303,1100000
1747,1402,61600000
1747,533,200000
1340,1552,100000
1006,130,500000
1156,1172,500000
1156,471,400000
16,1055,100000
316,421,300000
1321,77,7500000
1321,231,6900000
1380,1848,3600000
1380,1217,1600000
1380,626,100000
1380,1236,169500000
1380,623,4300000
1380,1125,2500000
897,1179,1200000
897,148,1200000
897,939,600000
897,144,1200000
1332,1056,400000
1332,864,300000
1706,845,800000
603,713,4100000
1491,621,100000
1491,114,100000
601,1588,100000
1801,1459,200000
1801,1080,200000
1801,388,300000
1801,1050,400000
901,290,3000000
335,1761,20400000
305,634,18900000
4,1022,200000
4,1757,100000
4,881,100000
4,1842,100000
4,1491,100000
4,1484,700000
4,317,300000
4,680,100000
1609,1453,1400000
1140,762,2000000
1140,22,141100000
1318,237,400000
1318,1288,100000
442,562,500000
442,1798,17600000
324,341,400000
324,1091,900000
324,80,300000
1649,131,4900000
146,1708,100000
670,181,6500000
1628,834,100000
1628,722,8000000
137,1211,9600000
111,186,600000
111,167,600000
866,428,10800000
866,257,1000000
20,1700,200000
20,1010,1100000
20,912,800000
301,1054,300000
301,1400,7200000
301,391,400000
863,655,200000
1568,880,100000
441,944,6300000
1650,621,200000
1650,114,200000
1176,977,100000
1176,85,300000
239,977,100000
239,85,200000
491,1529,200000
491,482,1400000
491,1712,2300000
491,270,400000
491,376,400000
491,1328,100000
491,1567,1800000
491,1819,2500000
491,1342,1400000
491,1596,3600000
405,1076,2200000
405,1050,700000
405,490,45100000
405,31,2700000
53,1623,200000
53,1099,100000
302,722,2200000
302,1435,100000
802,1296,100000
802,740,3300000
1262,1723,1300000
527,1037,153300000
660,293,100000
660,455,382000000
1654,1004,200000
1654,1195,100000
144,422,200000
144,469,100000
19,1102,100000
19,1155,100000
19,717,100000
166,1043,200000
1266,1585,19200000
1266,1726,3500000
1266,629,3300000
1266,288,1100000
1266,489,1400000
1266,1097,3200000
1266,924,2000000
1266,1255,4200000
245,1517,1500000
1134,1528,300000
381,252,8400000
864,673,1600000
864,1332,100000
48,466,1100000
1402,1747,54100000
327,138,700000
1024,1786,4700000
1024,455,158000000
1024,293,1700000
1704,170,200000
1152,69,100000
1152,1448,100000
1108,1220,1200000
15,1562,1100000
15,158,1100000
15,775,1100000
15,426,1100000
1418,1448,100000
904,823,300000
904,789,43200000
637,1005,2100000
637,138,1900000
1610,593,100000
1711,1076,600000
1711,31,400000
1711,1050,500000
1623,53,200000
1664,1292,300000
54,70,3000000
54,552,300000
54,42,200000
54,960,200000
54,583,400000
54,611,100000
54,1356,33500000
54,261,600000
54,1762,700000
1102,1577,200000
1102,1318,200000
1102,1192,100000
1102,720,600000
1102,1155,300000
1102,1535,300000
1102,1795,400000
980,740,100000
730,1682,5600000
730,506,100000
730,1039,700000
730,829,100000
730,1596,69900000
730,1052,200000
730,1465,900000
730,737,300000
730,376,17300000
730,491,600000
730,285,300000
730,270,1900000
730,1646,1800000
175,772,10600000
440,1018,35900000
440,1058,100000
1399,1643,69600000
1295,853,1300000
1168,577,26600000
1168,707,100000
384,999,200000
1193,268,2600000
49,896,1600000
1171,149,200000
1673,1115,100000
43,644,100000
1731,937,2700000
1731,1012,1000000
1098,784,84800000
295,170,100000
169,695,300000
1105,58,7600000
1105,170,4100000
333,1198,500000
1750,1635,1100000
392,144,100000
1618,1453,200000
882,134,1200000
882,879,1200000
1025,588,700000
9,1635,2200000
9,1321,1300000
1714,1612,1000000
462,477,100000
1257,340,200000
625,17,700000
798,593,100000
1705,268,8800000
355,543,100000
388,31,900000
388,1076,1200000
388,1050,200000
388,490,800000
1329,397,1000000
1656,107,500000
1656,677,7900000
125,118,1200000
125,1241,100000
1575,868,1200000
1264,594,1800000
1264,124,2400000
1264,747,1200000
1264,1368,3600000
1264,520,1200000
1264,493,3200000
1264,1632,600000
380,281,61400000
884,851,7800000
884,1531,200000
1297,289,100000
790,974,800000
1258,372,200000
410,1034,567100000
969,678,200000
969,1224,400000
969,511,200000
1777,73,900000
1777,1669,100000
1777,1351,2600000
659,1481,1900000
659,849,2000000
1099,53,300000
1494,449,8500000
354,683,17200000
354,955,500000
1319,1829,1300000
1173,1307,100000
492,1120,100000
353,681,1200000
353,1430,200000
326,1092,400000
394,171,300000
1580,292,300000
801,1041,1200000
1576,1009,1000000
641,1240,100000
641,1678,400000
641,1671,100000
800,1770,100000
800,1809,9800000
75,1489,9000000
73,1777,6500000
73,1351,2200000
1174,1742,700000
1174,283,600000
1174,347,200000
1174,830,2000000
1174,178,200000
1174,1563,100000
1174,1000,100000
1174,577,2400000
291,931,2700000
291,1587,100000
1100,632,1200000
1142,1092,1000000
1141,846,1900000
437,96,2100000
437,1054,4700000
437,1400,5000000
437,1319,1200000
437,391,2900000
391,1427,2500000
391,1829,3700000
391,1054,14200000
391,521,2500000
391,1319,2100000
1579,1034,920900000
604,967,3400000
605,1754,400000
1054,1400,300000
1675,1693,300000
1675,854,300000
1056,864,100000
1056,673,1300000
789,382,2400000
883,1659,21300000
883,554,19300000
883,5,28100000
883,528,43700000
883,433,132000000
883,568,84500000
104,1623,500000
104,53,800000
1107,626,1000000
1107,623,7200000
1107,1236,76600000
1359,1588,100000
356,1845,21500000
383,941,1100000
383,1215,300000
674,567,100000
352,115,300000
1328,1052,100000
1328,1596,1300000
1567,491,1200000
1567,1465,300000
1567,506,1200000
1194,1075,2900000
1194,1484,100000
436,331,5200000
436,1387,100000
42,1762,100000
42,54,700000
1222,921,1100000
96,391,5500000
96,1400,2500000
96,1054,3000000
96,1319,700000
96,301,1400000
96,521,1100000
96,437,2700000
96,537,6800000
96,1829,2800000
113,1637,8000000
113,1854,13100000
386,268,3800000
607,931,100000
1778,487,4200000
300,292,100000
170,1105,300000
170,1818,200000
170,262,1400000
170,295,100000
1712,1477,100000
1712,1465,100000
1712,506,1500000
1712,1299,300000
1712,1682,100000
128,268,1900000
147,1569,500000
799,644,11300000
490,388,20000000
490,1711,22200000
490,1796,78700000
490,1055,80200000
490,1027,28600000
490,1080,11600000
490,225,67000000
490,761,43200000
490,1664,61700000
490,16,24400000
490,1050,49700000
490,1801,21600000
490,630,30200000
490,1076,8200000
490,31,10400000
490,405,13500000
490,553,24800000
490,1136,28100000
490,1672,15100000
490,1292,49300000
227,1516,500000
76,654,1300000
1196,587,300000
29,1663,1200000
29,620,100000
29,1514,1200000
29,567,100000
243,1454,100000
1608,290,500000
1608,1127,400000
1400,1054,21500000
1400,301,28500000
1400,96,100000
1400,437,1500000
1400,1829,2000000
1400,1427,100000
1400,391,1600000
318,290,800000
583,611,3700000
141,1217,100000
627,334,100000
627,1318,2500000
627,791,100000
627,19,100000
627,1155,200000
627,1102,400000
627,256,600000
627,237,1200000
627,1126,100000
627,1535,300000
627,1577,400000
172,435,100000
172,892,200000
138,1797,100000
138,1005,1700000
608,654,7100000
1331,1588,100000
1005,970,100000
1005,459,100000
735,214,1200000
735,151,1200000
385,567,300000
145,1392,1000000
1153,1442,2500000
1153,751,1100000
1153,541,1200000
1153,372,3300000
1655,1019,100000
1655,695,2000000
769,1293,200000
321,894,200000
321,740,9200000
1620,920,8700000
1620,1571,36800000
609,1443,400000
1651,151,5800000
1819,482,200000
620,1360,7500000
620,1518,38700000
112,1697,700000
736,290,3900000
47,1304,200000
1626,1450,4200000
108,44,73200000
1298,1281,100000
1298,1479,78300000
1345,1104,100000
1345,1479,14300000
1345,994,300000
1345,266,400000
1048,705,400000
1175,1527,7900000
134,422,1200000
134,897,1200000
293,142,900000
293,1776,100000
293,1786,800000
970,459,3600000
970,138,6500000
174,465,22900000
1256,1709,2400000
1256,909,100000
1256,658,100000
1256,1646,1400000
1256,1710,2700000
1256,1837,2700000
1256,989,200000
1256,1596,11000000
1256,1439,200000
1256,829,2100000
1256,1682,500000
1256,1465,1000000
1256,787,2700000
1256,1425,100000
1256,1509,2900000
1256,263,300000
1256,1524,500000
663,268,5600000
898,384,8000000
673,1332,3400000
673,1245,100000
176,1615,7600000
46,593,200000
408,165,1700000
408,1337,1800000
408,1647,1300000
408,1355,1200000
408,726,1200000
408,1467,300000
408,1641,1200000
408,922,1200000
408,423,1800000
408,617,1200000
408,1109,1200000
408,1183,1300000
408,852,1800000
408,530,1200000
408,827,1200000
408,212,1700000
408,1081,1200000
865,588,60800000
1170,1549,12400000
629,924,200000
629,1726,100000
629,1255,100000
1630,1821,107700000
903,929,1200000
1316,1338,9800000
297,588,300000
626,703,1000000
626,1380,1200000
1629,943,300000
1674,471,3300000
1674,1156,200000
1330,1464,100000
1330,278,9900000
1330,1600,1300000
1330,862,300000
1330,1263,100000
334,1126,200000
334,1192,100000
334,237,1700000
979,1001,100000
979,1493,28000000
34,188,1300000
744,99,100000
744,1204,100000
461,1259,1300000
244,577,700000
322,1761,1200000
1342,1596,200000
1342,1465,100000
1342,285,100000
1342,1682,1200000
1804,740,800000
642,1443,100000
1235,1531,100000
14,119,100000
972,1643,600000
1776,455,108600000
1776,293,1200000
1776,1751,500000
1776,639,22900000
50,1440,1200000
28,1681,2300000
379,1003,3500000
1463,1640,400000
1463,1062,900000
1463,1573,1300000
1713,470,29000000
1386,1273,600000
5,1659,2700000
5,433,7700000
5,568,1300000
5,528,100000
584,1407,100000
584,575,100000
584,1720,100000
1621,116,22200000
1661,665,600000
870,579,1200000
971,138,3600000
971,1005,1200000
971,459,1200000
296,762,300000
296,22,1200000
1419,671,1200000
1167,122,200000
1172,1124,600000
1172,1156,800000
1172,171,400000
1137,292,200000
142,293,2000000
1812,1034,1281600000
1360,1663,300000
1360,1514,100000
718,119,4700000
1052,1529,3300000
304,1216,1200000
1384,1587,500000
1384,931,8400000
905,931,100000
905,1587,100000
1225,1473,8200000
669,1057,13500000
1057,669,5200000
1057,975,2400000
3,205,200000
330,424,2000000
330,419,27700000
330,416,1300000
1070,471,100000
1070,171,400000
1070,1092,200000
619,718,100000
619,812,100000
619,1799,2600000
1566,718,2000000
1566,1799,700000
1566,671,11100000
1566,783,2800000
1566,119,1400000
1566,812,6500000
791,334,4400000
791,1155,1200000
791,1826,23700000
791,717,2000000
1269,1697,7500000
1749,758,400000
1749,72,6600000
52,1839,100000
226,937,1400000
1748,1531,200000
1748,1759,100000
1748,1,100000
1748,1066,2300000
351,49,1200000
1751,1129,300000
1751,142,600000
1577,627,100000
1411,1287,37700000
1279,102,100000
1279,1536,100000
683,955,500000
433,528,3700000
433,568,1500000
816,1198,200000
875,501,100000
1672,1027,500000
1529,506,100000
1238,394,300000
1238,1156,1000000
1238,962,100000
1238,412,2800000
1238,1124,1900000
1238,171,300000
1124,1172,200000
103,1825,100000
475,1092,100000
368,1092,1400000
1790,1733,1300000
709,854,2200000
709,1693,8000000
1013,1475,37900000
892,312,100000
117,153,7500000
1232,783,14300000
1232,812,14100000
1232,671,8400000
1448,69,200000
1448,1653,100000
1076,490,423400000
1076,16,18700000
917,1034,130800000
928,412,200000
928,1092,1100000
928,171,600000
485,1092,800000
485,171,100000
485,1156,100000
1679,559,600000
1679,967,1000000
1679,1209,5100000
558,1720,1200000
727,1853,1400000
727,332,1200000
1569,147,18000000
1123,486,100000
677,1827,2700000
677,900,1800000
677,947,1800000
677,901,4800000
677,500,600000
677,504,100000
677,508,1600000
677,290,25700000
677,1016,300000
677,899,1800000
1852,1106,25000000
1581,1096,3300000
1079,1093,900000
1079,1332,700000
1079,965,600000
1208,95,1200000
521,1400,1300000
521,96,1300000
521,391,200000
521,1054,1800000
1853,332,2500000
1293,769,400000
845,1115,3100000
714,812,1200000
714,14,400000
714,1232,100000
714,671,100000
714,119,1300000
714,783,100000
851,1759,500000
940,298,1900000
940,1362,3900000
1373,1844,200000
1818,693,300000
1818,1692,400000
1818,1817,100000
1818,58,400000
498,778,2600000
498,25,4900000
1234,613,1600000
840,554,1200000
840,528,1200000
840,883,1300000
840,1659,1200000
1643,1082,19100000
1643,1614,171200000
950,740,1000000
434,995,300000
209,931,3600000
877,1417,1300000
230,938,200000
510,931,100000
1217,743,200000
1537,1844,400000
1283,1596,400000
1283,482,100000
638,1041,200000
646,931,1400000
646,978,100000
646,1587,900000
569,1724,300000
1033,1825,58300000
1033,1707,200000
1033,1186,2300000
1835,1375,13800000
247,1236,100000
247,1380,300000
247,1848,100000
161,691,5600000
1786,639,8200000
1786,455,21200000
1786,660,1300000
1786,293,1400000
1786,997,3400000
1786,1024,1200000
1786,1751,2500000
1786,951,2000000
1484,621,5900000
1484,114,3400000
1484,4,7200000
1484,2,4200000
1484,1652,100000
933,451,200000
1680,1392,1000000
551,704,100000
1274,1607,6100000
515,1607,800000
1245,1332,3900000
622,1041,100000
307,514,100000
307,1851,100000
364,372,200000
364,751,400000
364,1442,1200000
1766,1620,3700000
1766,886,11300000
1766,1571,7100000
1721,269,12500000
213,978,600000
415,1115,400000
369,891,35500000
369,994,34600000
1219,268,19400000
1229,1810,100000
1774,1475,800000
445,1733,200000
445,340,1300000
1507,1794,100000
1507,820,100000
