srcid,dstid,srcname,dstname
1577194491311972352,40580714,HerdiyanMelvin,prabowo
1577194491311972352,397673651,HerdiyanMelvin,Gerindra
1589827753830150144,1142364489439838215,Idaahma11484480,kang___L
1577193757581410305,40580714,buddy_ardian,prabowo
1577193757581410305,397673651,buddy_ardian,Gerindra
1577193401832771584,40580714,rezaafgan9,prabowo
1577193401832771584,397673651,rezaafgan9,Gerindra
1577192566440632320,40580714,ErnieMazaya,prabowo
1577192566440632320,397673651,ErnieMazaya,Gerindra
1577165925354475522,40580714,redisap48714285,prabowo
1577165925354475522,397673651,redisap48714285,Gerindra
228652010,1462775279105937410,Bambang_Budimab,AnwarSudibyo1
228652010,1265895268936904709,Bambang_Budimab,_MbakSri_
1577163882443214848,40580714,nindya03939588,prabowo
1577163882443214848,397673651,nindya03939588,Gerindra
1577163353482350592,40580714,indah61721704,prabowo
1577163353482350592,397673651,indah61721704,Gerindra
1577161851758338048,40580714,SunarjiAgus,prabowo
1577161851758338048,397673651,SunarjiAgus,Gerindra
146638264,759692754985242625,YudaNP,kumparan
1577161505744637952,40580714,baharud30178865,prabowo
1577161505744637952,397673651,baharud30178865,Gerindra
228652010,178237411,Bambang_Budimab,AndiSinulingga
1577160852121485312,40580714,deddy29193491,prabowo
1577160852121485312,397673651,deddy29193491,Gerindra
1576116701795848192,80323736,Phayreza,ridwankamil
1576116701795848192,1573560500599652352,Phayreza,rkij_sukabumi
1576116701795848192,80323736,Phayreza,ridwankamil
1576116701795848192,635416067,Phayreza,RK_JabarJuara
1576116701795848192,1518454112429682688,Phayreza,RkIndoJuara_
1576116701795848192,1041851669011550208,Phayreza,QrJabar
1576116701795848192,80323736,Phayreza,ridwankamil
1577160535807643648,40580714,rompies59720783,prabowo
1577160535807643648,397673651,rompies59720783,Gerindra
1577159695537930240,40580714,jumailah16,prabowo
1577159695537930240,397673651,jumailah16,Gerindra
1577159411235454976,40580714,nino83676337,prabowo
1577159411235454976,397673651,nino83676337,Gerindra
1577157250300268544,40580714,debby31978170,prabowo
1577157250300268544,397673651,debby31978170,Gerindra
1577156692265299968,40580714,dirly14073080,prabowo
1577156692265299968,397673651,dirly14073080,Gerindra
1577156397250523136,40580714,lerry97892948,prabowo
1577156397250523136,397673651,lerry97892948,Gerindra
1577155310737063936,40580714,mahendr81886285,prabowo
1577155310737063936,397673651,mahendr81886285,Gerindra
1476021941261651970,817600858565197825,GoblegAsal,Muhammad_Saewad
1041015907785486337,869327120,DanielJ98044322,PartaiSocmed
1170251268633157632,1334853481019056128,RickyDiningrat1,Mdy_Asmara1701
1473514608946073601,1052339653,Budiono85931286,siregar_najeges
1473514608946073601,719725925215170561,Budiono85931286,marlina_idha
1052339653,719725925215170561,siregar_najeges,marlina_idha
1265895268936904709,2917435673,_MbakSri_,supari_yanto
1265895268936904709,1265895268936904709,_MbakSri_,_MbakSri_
2928058117,2917435673,priyo1133,supari_yanto
2928058117,1265895268936904709,priyo1133,_MbakSri_
1070448834,1104683646,BetraPratama,AyaNayyaya
1070448834,1399662265,BetraPratama,govinditakaren
1413761782238253062,3177957847,AryaAsya4,HelmiFelis_
1584599124912922624,1462189653646196736,ellen3llen,DanuwijayaWija5
1584599124912922624,41730943,ellen3llen,VIVAcoid
1436936355083272195,69183155,Bangtoib_81,detikcom
89216836,887743587579944960,DANAR_MOKO,OposisiCerdas
1399258358553534465,40580714,gempi121,prabowo
1399258358553534465,397673651,gempi121,Gerindra
1573024935265460224,1528006685171757056,BANGJAL87419503,mediapemberani
3177576422,17128975,abugroza,CNNIndonesia
1174034274137174018,3967463592,SukitmanS,MediaPKBLmj
3236618732,2266842889,RFauzy5,ZoelHayat
3236618732,366987179,RFauzy5,jokowi
3236618732,366987179,RFauzy5,jokowi
3236618732,110312278,RFauzy5,aniesbaswedan
1567483663545438209,77724354,PutunMy,uusbustami
2917435673,1265895268936904709,supari_yanto,_MbakSri_
1590581140850905089,30617522,sekrupartai,WartaEkonomi
1540382020458582016,1126547830754107392,AndreasEdison72,M45Broo
1570569572771827712,69183155,HimpunanMahasi4,detikcom
1573024935265460224,1357292820621520899,BANGJAL87419503,mahasiswigenz
1265895268936904709,1031855119283830784,_MbakSri_,SulasAgus
1265895268936904709,1265895268936904709,_MbakSri_,_MbakSri_
1428804685,3967463592,pkbbrebes,MediaPKBLmj
1230366886174453761,114697372,__Six_Six_Six__,musniumar
1031855119283830784,1265895268936904709,SulasAgus,_MbakSri_
1582219918950350848,40580714,QueenvaaQueen,prabowo
1582219918950350848,397673651,QueenvaaQueen,Gerindra
951767466,887743587579944960,IraSamsudin,OposisiCerdas
1574022665836568576,2314935228,RKIJ_KabBogor,AldiNeno
1574022665836568576,80323736,RKIJ_KabBogor,ridwankamil
243519474,1160829858315812865,SwigNyoRonand,alyapedia
1431133556667940865,40580714,aprilianadia10,prabowo
1431133556667940865,397673651,aprilianadia10,Gerindra
1004179919587250177,1243804423001763841,najmiyusrin,democrazymedia
1430001990667407363,40580714,bayukurnia99,prabowo
1430001990667407363,397673651,bayukurnia99,Gerindra
1330408045826899968,3177957847,AzisrahmatR,HelmiFelis_
2335434483,1581942484954816512,TamsisPortal,IndahKalula
1910354101,1102461866129776640,Muhalim77,Miduk17
1529791981043339264,1185767973111263233,NanangHuda13,Relawananies
931819976591163392,3967463592,silvester_jogo,MediaPKBLmj
1526990191407558656,114697372,2672Uwak,musniumar
1590951627359662081,30617522,infopark,WartaEkonomi
335693168,902837643024539651,coachedan,medcom_id
335693168,110312278,coachedan,aniesbaswedan
1416251273385418753,1334853481019056128,AldiArd86409790,Mdy_Asmara1701
1583468833146535936,2323080487,DaengSikki57,S0BATANIES
764171203217018881,1912717152,kbarbaii,AT_AbdillahToha
1555437456623038464,17128975,susy_hrpuspita,CNNIndonesia
1447540343402946564,1447540343402946564,2001Tgk,2001Tgk
1447540343402946564,1006827831995711488,2001Tgk,ekowboy2
1595061733688635393,80323736,hamada_brenda,ridwankamil
1595061733688635393,2314935228,hamada_brenda,AldiNeno
1595061733688635393,80323736,hamada_brenda,ridwankamil
1595061733688635393,80323736,hamada_brenda,ridwankamil
1595061733688635393,80323736,hamada_brenda,ridwankamil
1595061733688635393,2314935228,hamada_brenda,AldiNeno
1595061733688635393,80323736,hamada_brenda,ridwankamil
1595061733688635393,80323736,hamada_brenda,ridwankamil
1595061733688635393,80323736,hamada_brenda,ridwankamil
1595061733688635393,2314935228,hamada_brenda,AldiNeno
1595061733688635393,80323736,hamada_brenda,ridwankamil
1595061733688635393,80323736,hamada_brenda,ridwankamil
1595061733688635393,80323736,hamada_brenda,ridwankamil
1595061733688635393,2314935228,hamada_brenda,AldiNeno
1595061733688635393,1041851669011550208,hamada_brenda,QrJabar
1595061733688635393,80323736,hamada_brenda,ridwankamil
1595061733688635393,80323736,hamada_brenda,ridwankamil
1595061733688635393,80323736,hamada_brenda,ridwankamil
1595061733688635393,2314935228,hamada_brenda,AldiNeno
1595061733688635393,80323736,hamada_brenda,ridwankamil
1595061733688635393,80323736,hamada_brenda,ridwankamil
1595061733688635393,80323736,hamada_brenda,ridwankamil
1595061733688635393,2314935228,hamada_brenda,AldiNeno
1595061733688635393,80323736,hamada_brenda,ridwankamil
1595061733688635393,80323736,hamada_brenda,ridwankamil
1595061733688635393,80323736,hamada_brenda,ridwankamil
1595061733688635393,2314935228,hamada_brenda,AldiNeno
1595061733688635393,80323736,hamada_brenda,ridwankamil
1595061733688635393,80323736,hamada_brenda,ridwankamil
1595061733688635393,80323736,hamada_brenda,ridwankamil
1595061733688635393,2314935228,hamada_brenda,AldiNeno
1595061733688635393,80323736,hamada_brenda,ridwankamil
1595061733688635393,187469400,hamada_brenda,ata_lia
1595061733688635393,80323736,hamada_brenda,ridwankamil
1595061733688635393,80323736,hamada_brenda,ridwankamil
1595061733688635393,1518454112429682688,hamada_brenda,RkIndoJuara_
1595061733688635393,2314935228,hamada_brenda,AldiNeno
1595061733688635393,80323736,hamada_brenda,ridwankamil
1595061733688635393,80323736,hamada_brenda,ridwankamil
1595061733688635393,1518454112429682688,hamada_brenda,RkIndoJuara_
1595061733688635393,80323736,hamada_brenda,ridwankamil
1595061733688635393,80323736,hamada_brenda,ridwankamil
1595061733688635393,2314935228,hamada_brenda,AldiNeno
1595061733688635393,80323736,hamada_brenda,ridwankamil
1595061733688635393,80323736,hamada_brenda,ridwankamil
1595061733688635393,80323736,hamada_brenda,ridwankamil
1595061733688635393,2314935228,hamada_brenda,AldiNeno
1595061733688635393,80323736,hamada_brenda,ridwankamil
1595061733688635393,80323736,hamada_brenda,ridwankamil
1433014246451777543,815290931003826176,JsoehartoD,blantik_pedhet1
1386020156426440704,1433662904071450624,AJHOEDIHERMAWAN,rmp_officials
1561572144210796544,1428676458302492679,BapakCoppola,cobeh2021
2286478464,1581942484954816512,iwan_lendir,IndahKalula
1456573250222264321,1910354101,AyunMaruf,Muhalim77
1456573250222264321,1102461866129776640,AyunMaruf,Miduk17
1907021312,183332173,diazika81,alex_suprijadi
1907021312,178237411,diazika81,AndiSinulingga
1592460818737557504,30617522,emresantoso,WartaEkonomi
1284754481192726528,815290931003826176,balaputra_deva,blantik_pedhet1
3253651994,1912717152,langitbirubth,AT_AbdillahToha
500276997,1334853481019056128,bintoro35490219,Mdy_Asmara1701
1447540343402946564,1006827831995711488,2001Tgk,ekowboy2
1590612957813096448,30617522,anantagayatr1,WartaEkonomi
1590612957813096448,1878861787,anantagayatr1,DewiOzza
1173023441886146561,1584183897386283008,Aan__CoverBOYkw,aktivisliar
2908169377,110312278,dadangtelo07,aniesbaswedan
1574029756051652608,80323736,RKIJ_KotaBekasi,ridwankamil
1574029756051652608,2314935228,RKIJ_KotaBekasi,AldiNeno
1574029756051652608,80323736,RKIJ_KotaBekasi,ridwankamil
1574029756051652608,80323736,RKIJ_KotaBekasi,ridwankamil
1574029756051652608,80323736,RKIJ_KotaBekasi,ridwankamil
1574029756051652608,2314935228,RKIJ_KotaBekasi,AldiNeno
1574029756051652608,80323736,RKIJ_KotaBekasi,ridwankamil
1574029756051652608,80323736,RKIJ_KotaBekasi,ridwankamil
1574029756051652608,80323736,RKIJ_KotaBekasi,ridwankamil
1574029756051652608,2314935228,RKIJ_KotaBekasi,AldiNeno
1574029756051652608,80323736,RKIJ_KotaBekasi,ridwankamil
1574029756051652608,80323736,RKIJ_KotaBekasi,ridwankamil
1574029756051652608,80323736,RKIJ_KotaBekasi,ridwankamil
1574029756051652608,2314935228,RKIJ_KotaBekasi,AldiNeno
1574029756051652608,1041851669011550208,RKIJ_KotaBekasi,QrJabar
1574029756051652608,80323736,RKIJ_KotaBekasi,ridwankamil
1574029756051652608,80323736,RKIJ_KotaBekasi,ridwankamil
1574029756051652608,80323736,RKIJ_KotaBekasi,ridwankamil
1574029756051652608,2314935228,RKIJ_KotaBekasi,AldiNeno
1574029756051652608,80323736,RKIJ_KotaBekasi,ridwankamil
1574029756051652608,80323736,RKIJ_KotaBekasi,ridwankamil
1574029756051652608,80323736,RKIJ_KotaBekasi,ridwankamil
1574029756051652608,2314935228,RKIJ_KotaBekasi,AldiNeno
1574029756051652608,80323736,RKIJ_KotaBekasi,ridwankamil
1574029756051652608,80323736,RKIJ_KotaBekasi,ridwankamil
1574029756051652608,80323736,RKIJ_KotaBekasi,ridwankamil
1574029756051652608,2314935228,RKIJ_KotaBekasi,AldiNeno
1574029756051652608,80323736,RKIJ_KotaBekasi,ridwankamil
1574029756051652608,80323736,RKIJ_KotaBekasi,ridwankamil
1574029756051652608,80323736,RKIJ_KotaBekasi,ridwankamil
1574029756051652608,80323736,RKIJ_KotaBekasi,ridwankamil
1574029756051652608,1518454112429682688,RKIJ_KotaBekasi,RkIndoJuara_
1574029756051652608,2314935228,RKIJ_KotaBekasi,AldiNeno
1574029756051652608,80323736,RKIJ_KotaBekasi,ridwankamil
1574029756051652608,80323736,RKIJ_KotaBekasi,ridwankamil
1574029756051652608,1518454112429682688,RKIJ_KotaBekasi,RkIndoJuara_
1574029756051652608,80323736,RKIJ_KotaBekasi,ridwankamil
1574029756051652608,80323736,RKIJ_KotaBekasi,ridwankamil
1574029756051652608,2314935228,RKIJ_KotaBekasi,AldiNeno
1574029756051652608,80323736,RKIJ_KotaBekasi,ridwankamil
1574029756051652608,80323736,RKIJ_KotaBekasi,ridwankamil
1574029756051652608,80323736,RKIJ_KotaBekasi,ridwankamil
1574029756051652608,2314935228,RKIJ_KotaBekasi,AldiNeno
1574029756051652608,80323736,RKIJ_KotaBekasi,ridwankamil
1574029756051652608,80323736,RKIJ_KotaBekasi,ridwankamil
1593625778474070016,3967463592,androsjamil3,MediaPKBLmj
891574249533480960,248199104,TejhoWahyu,PDemokrat
801401798971912192,719725925215170561,mak_anip,marlina_idha
788282493858263040,1491991154891497477,halleelluyaaa,GusNurian
788282493858263040,110312278,halleelluyaaa,aniesbaswedan
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,1518454112429682688,RKIJ_KabBekasi,RkIndoJuara_
1574031400420118529,1542818586,RKIJ_KabBekasi,kabargolkar
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,2314935228,RKIJ_KabBekasi,AldiNeno
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,1518454112429682688,RKIJ_KabBekasi,RkIndoJuara_
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,1518454112429682688,RKIJ_KabBekasi,RkIndoJuara_
1574031400420118529,2314935228,RKIJ_KabBekasi,AldiNeno
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,2314935228,RKIJ_KabBekasi,AldiNeno
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,2314935228,RKIJ_KabBekasi,AldiNeno
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,2314935228,RKIJ_KabBekasi,AldiNeno
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,2314935228,RKIJ_KabBekasi,AldiNeno
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,2314935228,RKIJ_KabBekasi,AldiNeno
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,2314935228,RKIJ_KabBekasi,AldiNeno
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,2314935228,RKIJ_KabBekasi,AldiNeno
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,2314935228,RKIJ_KabBekasi,AldiNeno
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,1041851669011550208,RKIJ_KabBekasi,QrJabar
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,2314935228,RKIJ_KabBekasi,AldiNeno
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,2314935228,RKIJ_KabBekasi,AldiNeno
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,2314935228,RKIJ_KabBekasi,AldiNeno
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,2314935228,RKIJ_KabBekasi,AldiNeno
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,2314935228,RKIJ_KabBekasi,AldiNeno
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,2314935228,RKIJ_KabBekasi,AldiNeno
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,2314935228,RKIJ_KabBekasi,AldiNeno
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,2314935228,RKIJ_KabBekasi,AldiNeno
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,1518454112429682688,RKIJ_KabBekasi,RkIndoJuara_
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,2314935228,RKIJ_KabBekasi,AldiNeno
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,2314935228,RKIJ_KabBekasi,AldiNeno
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,2314935228,RKIJ_KabBekasi,AldiNeno
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,2314935228,RKIJ_KabBekasi,AldiNeno
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,2314935228,RKIJ_KabBekasi,AldiNeno
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,2314935228,RKIJ_KabBekasi,AldiNeno
1574031400420118529,1041851669011550208,RKIJ_KabBekasi,QrJabar
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,2314935228,RKIJ_KabBekasi,AldiNeno
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,2314935228,RKIJ_KabBekasi,AldiNeno
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,2314935228,RKIJ_KabBekasi,AldiNeno
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1415120622191931396,1373290141586919425,EBangko69,puspita3_eka
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,1518454112429682688,RKIJ_KabBekasi,RkIndoJuara_
1574031400420118529,2314935228,RKIJ_KabBekasi,AldiNeno
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,1518454112429682688,RKIJ_KabBekasi,RkIndoJuara_
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,2314935228,RKIJ_KabBekasi,AldiNeno
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,2314935228,RKIJ_KabBekasi,AldiNeno
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
1574031400420118529,80323736,RKIJ_KabBekasi,ridwankamil
228763572,1296311058097823744,Ivand_912,Karsono12732862
228763572,219244515,Ivand_912,ruhutsitompul
1409040410463195139,1582647724515946496,veyveyny,ganjar_nkri
1447540343402946564,887743587579944960,2001Tgk,OposisiCerdas
1447540343402946564,1555845571436769280,2001Tgk,megalistaz
1198400601517748224,1546419310884577281,nusantara_one,anakranto64
1198400601517748224,3319260420,nusantara_one,geloraco
1277239745693667329,1491991154891497477,FuadNabhan3,GusNurian
1277239745693667329,110312278,FuadNabhan3,aniesbaswedan
927890804625903616,1878861787,Atikah2010,DewiOzza
1250706143002816513,109762193,penjagaNKRI2345,ganjarpranowo
444260943,1878861787,Speedtrap_,DewiOzza
222666127,2507552701,Djetheds_Dewata,Kulop_Budak_JMB
592670569,1878861787,hurryKoRn,DewiOzza
737268591960023040,1584004925272379393,el_rumi009,CekHoaks
1140084771453714432,1584183897386283008,RizkiR4madani,aktivisliar
1140084771453714432,1584183897386283008,RizkiR4madani,aktivisliar
1140084771453714432,1584183897386283008,RizkiR4madani,aktivisliar
1447540343402946564,30201110,2001Tgk,alisyarief
1569742638664019974,1878861787,Hendry230867,DewiOzza
1569742638664019974,1387838579435458565,Hendry230867,tukangrosok___
1570434996221124608,121425273,Vanhallend1,JamalBoegis
1570434996221124608,536083521,Vanhallend1,AndiDarwis71
2295884162,1226725839099707392,iyat_jabbari,aan_muba
105771051,3967463592,yazid_my,MediaPKBLmj
1274358097348198404,1126547830754107392,Iwantrianto6,M45Broo
1419950702541959174,40580714,halinania2,prabowo
1419950702541959174,397673651,halinania2,Gerindra
1136583426432151552,1502537587407294464,AlKarim38714162,Sekber_AniesId
2706478310,929287558281830400,aeprasetyo991,yaniarsim
2706478310,110312278,aeprasetyo991,aniesbaswedan
1140084771453714432,1584183897386283008,RizkiR4madani,aktivisliar
2706478310,1512831573657538566,aeprasetyo991,GerakAnies
1414936266169143303,40580714,Finola31,prabowo
1414936266169143303,397673651,Finola31,Gerindra
1574214535208046592,2734971967,KaryaAirlangga,airlangga_hrt
1978790995,1878861787,LaingenLisa,DewiOzza
1567814179721199618,40580714,Tiaraloka2,prabowo
1567814179721199618,397673651,Tiaraloka2,Gerindra
242704195,759692754985242625,AEPishere,kumparan
1310249642001457153,1537766676670074880,AgungKuswanto19,Tita83079013
1310249642001457153,22365191,AgungKuswanto19,PKSejahtera
838963412717596672,3967463592,NanangMachin,MediaPKBLmj
1629328532,1912717152,akang_hero,AT_AbdillahToha
1310249642001457153,4780649298,AgungKuswanto19,Dennysiregar7
1209595071428907008,18129942,Khojan7,tempodotco
970175810,3967463592,Mus_glg,MediaPKBLmj
1520963109103747072,759692754985242625,ImronRo47311946,kumparan
1209509847806251011,1307120064,Ichank79656017,SBYudhoyono
161251950,1878861787,reza_63,DewiOzza
1140084771453714432,1878861787,RizkiR4madani,DewiOzza
593466020,1584004925272379393,M_Arkeke,CekHoaks
1520963109103747072,41730943,ImronRo47311946,VIVAcoid
903306838552092672,940486643546386432,jumianto_RK_,__RismaWidiono_
903306838552092672,366987179,jumianto_RK_,jokowi
1160092356877512711,1878861787,kasrulsani9,DewiOzza
1478190519213694976,1878861787,SalimCipok,DewiOzza
187280494,1357731806561198080,AndiantoPnjt,MalutSua
187280494,114697372,AndiantoPnjt,musniumar
1549554381233594369,110312278,Syamsamail84,aniesbaswedan
1076513217122205696,228652010,kitrun2,Bambang_Budimab
1076513217122205696,1006827831995711488,kitrun2,ekowboy2
1503554510593028097,1264767916370608129,DefiJhon,3lzh4s
1488040689795747842,1264767916370608129,CitraFitriani51,3lzh4s
1518911537242841088,41730943,pienkahuripan,VIVAcoid
1076970811125260288,1479783442267054082,Nurholil4,Ndranomade
1076970811125260288,1456283686312103939,Nurholil4,Yurissa_Samosir
1076970811125260288,1270980383761330176,Nurholil4,Tan_Mar3M
1076970811125260288,366987179,Nurholil4,jokowi
1379400584504041477,1433662904071450624,RidwanFirdaus00,rmp_officials
1194946510858776577,28600527,Coitusbrutal_,Aldoaria
1541648404710715392,3967463592,AgustinusBoli4,MediaPKBLmj
1597078793096609792,1597078793096609792,ErjikBintoro,ErjikBintoro
1561317608699285504,3161692884,Dedi12973664,YossieC777
1561317608699285504,1299934918068244480,Dedi12973664,mikcucu22
1561317608699285504,60825751,Dedi12973664,amnursama
1561317608699285504,1226436091617505281,Dedi12973664,keuangannews_id
2994036314,1142030368742133760,gohanwaluyo,OnlyFrens
1349475991,1256169695872299008,kinoysuki,AniesIndonesia
1574011498459906049,2314935228,RKIJ_KabBdgBrt,AldiNeno
1574011498459906049,80323736,RKIJ_KabBdgBrt,ridwankamil
1316959034251988992,815290931003826176,CupangSawah7,blantik_pedhet1
1530066327188414464,1526528328382963712,AzzhanZ1Z,Reesty_Cayah
1333801165234917378,1436763538769334273,Mahdi_pkl,SevenSeasnorth
1333801165234917378,759692754985242625,Mahdi_pkl,kumparan
168579060,1443109487259238408,uchuBima01,NsttRoby
168579060,1102461866129776640,uchuBima01,Miduk17
503420806,1643165750,baiquelah,iinleztarie
503420806,80323736,baiquelah,ridwankamil
46647466,3967463592,Bambangelf,MediaPKBLmj
1004179919587250177,30201110,najmiyusrin,alisyarief
46647466,3967463592,Bambangelf,MediaPKBLmj
1550771911088435201,1349602068818915328,awituchuz,twuicei
1550771911088435201,1174287141909590017,awituchuz,seruanhl
1550771911088435201,43088704,awituchuz,erickthohir
1550771911088435201,43088704,awituchuz,erickthohir
1597827078581145600,3319260420,Arman28101979,geloraco
1554482482711793664,940486643546386432,TanTan446677,__RismaWidiono_
1554482482711793664,366987179,TanTan446677,jokowi
1512109996993318912,719725925215170561,Andifs7Fs,marlina_idha
828349957,940486643546386432,JoncyJonacta,__RismaWidiono_
828349957,366987179,JoncyJonacta,jokowi
1033716029937995776,236350114,cz_binance_ZGnw,dj_mulyono
1033716029937995776,400203087,cz_binance_ZGnw,oedin_arif
