id,name
535315292,MARV3Louis
393187515,GadisNKRI_
1978790995,LaingenLisa
4131009614,DWahied
1144407878658166784,Crypto_Khair
325983289,OttyYunianto
1512637359929499652,NyataNyataKerja
292688028,errysober
2877780722,yohaness6411
1219011228,naswardisihaloh
1541671810080862208,abadrana101
3016314474,abahnajmi
1518055859569389568,JarnasABW
1295036374475665408,Alishaa04927143
1476086469517213698,FiankaPutri
1476095388553674753,MillaBianca20
1475398625333321729,RaniSudibyo
1587817026109591552,PRIMETI87950504
1353310787087945730,BrengosSon
2981342274,27e70604536240d
1475823376421699584,DaraSagita99
2292314018,kaukutangkap_
199574853,agusyuliarto
1322544809605652482,pks_dkijakarta
305003958,rosinmunir
1174287141909590017,seruanhl
814148438879191041,GKawi369
742024154644381696,terbucinz
1377809135312412673,kirarachelsea
154390739,Qutu_Qupret
1421116257659592714,IndraBa46861342
849562015882465280,FirzaHusainID
1423155348194533376,Mujilah20982075
1534200395009904640,Gr4sssss
1254359179411611648,no_onetoyou
1527613566882566145,AnakGem77459981
1159475566069731331,BiLLRaY2019
2887126429,desita5769
968501989200904197,Kang_Ngibull
1497116561902997504,Arya_Sundoro
1211817759039877120,CrEdhie
1444604407228682248,menang2024
1556459552425771008,Penawar81469159
1441027429972070404,RajaEmasW4bu
1567188649028243456,Teman4Ganjar
1567364114141556738,GanjarTerbaik
1377478453130194945,w3_esbe
1249883777532186626,BlackredGanz
1202978827346989062,dalem_abdhi
1289106099186987008,Aditya4nanda
1377799841862967296,s4_mijo
1377818590938734595,den_Mijo
1657382304,sinsa_destriyan
1375462822285516820,BintangKirara
105064577,ramadoni_nst
1495448403727110144,Djaya_Manggala
1477575780041302019,bejomodo
1291218441102213120,Tehtarik_mantap
3672722779,mang_ib
1213931120737153024,Revenge00810455
1344992219652997121,RokhanaSti
1598262866162814977,SariEkanati0008
1092784978755088389,DSudedeh
1216713225607114754,ElvisKayo3
1092777850455744512,SuciHan58214280
1092822841966260230,CMarbani
1598258345600643072,RasimYuliana
806335456308707328,Niawahdania667
1356688293321084930,potato71336056
1397093247533469697,Inamala_Retrisa
1302148265127718917,Dayat92156395
1032341208,Yogefsyzlim
1113640993578860544,Aldamar83697681
181495879,jjsengui
2744418961,AyuriAndin
1096331506107043846,ElvinaFany
1020984185979166721,nisarya_
2256063276,SoftWarNews
1511610166139289605,AryakamT
1392875110743216128,PiusLeza5
1163933832912834561,DoanxEwon
1089749302895726592,citraeka8
1020987759178084352,Kamuning2
1026074719873720320,FokusJitu
230779004,jalulambang
1343139911487037440,SagaJakTim
3792364874,munikumuni
2864673186,andarisqi8
2154795679,Sangramadhan
1548332335040724993,burungpipit1974
1596318122,Mhdirf1995
824284052,aksarahitam
164604281,TheArieAir
1546572036129955840,prie_2_new
1597979900107182081,AdelliaFeronika
742593741626609664,NKRIjayalah
81792587,Iwancrd
1474762141487951874,higam88
1231969720548511746,Danimas19
1362747288,HendraAlvareza
1349616301543604227,WtheLiar
725349607807455232,noire172
1590426218351841280,infojatim_id
1350955458635436036,AmulaniAmulani1
1595820096198279170,ardelia_arista
1110469072674668546,HettyMunir
1535026371067449344,Deww0602
1595818091061317632,radhanisa
1589508274902032386,AhmadHamdan0902
1436182819080794116,SaitaRich0108
1598306838298361859,arumsari_amalia
1113817772780179456,AlFatihndf
1022008237896462336,GNotopriyanto
1475816812138745857,super_mijo
121425273,JamalBoegis
232763422,rieza_interisti
1287690023668551680,ArtOfpol
946825349744041984,Hasanudin500
1476378089554792450,safrizalidris2
1466414123156049922,pejuang_sinamot
1240115615857127424,its__Arthur19
1432328670648037378,Safa_Andriana
1595791848630472706,HRMAU_CHMPO_AGM
2899447903,alikhlasmugusi
1361953101796634629,Safitridede1
1573004793551163392,LaylaAb63306371
2703150456,jatmiko774
1432645264687329281,Sumantr93991284
1216290368397836290,abi_sasaLL
1505136654956523526,genza_akbar
363530479,abadisme
1338079851547250688,woda_johan
1200301458492551169,Acil11147618
1123472062679535616,pion_praponco
1595344700403482624,bayu_farid12
1536289603795050496,B171Jakarta
156225995,kolot55
1463431519595216901,Cireng_007
1568128898344570881,Badruzz76394141
3152688138,MrSugriwo
1314470418414137345,MulyadiDjopaw10
1443801854756880385,kba_news
1526738394386075648,Ramay4na
1598557077596958720,RahmaShakeela
1371722144,Soultan_ichsan
1167844419912880128,pooryyi
1338468831044358149,pop0yyi
1264562453565698051,June_dya77
1226094210983456768,Mourinn4
1381997510005202945,Akomeng6
1090639672206741504,win_ardie
1234748339381387266,Ruhi_Ruhi17
1518780934828400640,SabillihakimH
1206016618481864705,selfmirror_
1371631309190262784,fitlibra76
4824815472,ZALFITRA_Nazar
836539655478624258,aniesmania
1114358235257901056,ArgaMua
1368656029932810246,Gh1nh4
1530923085632720896,sisochia
1530916593282457600,Rid4_97
1498172132328882176,ChanMusmarni
736618574932910080,abhymanyu1983
1283716725842698241,tio_richardo
1095278812181389312,tolakbigotnkri
287507376,MirantiCintada
100888948,ibnudona
3191555671,lims0503
1516448349779816450,TegarDPD
3699067579,alghifary_tatan
120502442,deliari25
1343520719825641472,lewan_p
1575639186438488064,etenr1
908173689065168896,LennonNdank
1185093850534039552,Dew0W1snu
1256623162755702786,Dch1203
909339424948813824,zhymme
1223653536291938304,willona_007
280383624,andi_ayid
53405773,Civil95Eric
1112927411375468545,dergrosenjoe135
1476117860816605190,BillaNindy
1543999666043248641,AfinnaRifa
1421829495711879176,biru_george
605212007,suharmadi2
1188268473111068672,Ignaz72974907
1538021983979307009,FauziAr123456
2214258534,harootoyo
136845454,DesrizalMisbah
1529549261083447296,IwanHar22777738
728008028,DDRezhaa
1574000931213287424,RKIJ_KabBdg
2314935228,AldiNeno
1543063557830352898,AkmalJa15368349
967247638864183296,SumanataWayanD
1577386141397192704,Doyong_new
1499236250167177222,MuhIqbal252
2335281158,_ReTNoPra_
975389335775199232,_riverheaven
1870921358,itswincha
1569705448894525440,syarulrozi
1142855529716256768,AbuMahana
1219820343881154561,Ridwandasitisar
168150473,idayanthi
1544902030975975424,DLepenz
1269513070449053696,ginger9916
1542178389305729024,riezky_anand4
2906672035,BramIbraahmad
61779973,yarachantique
806368329124474880,DianaAurora96
2958782773,elpanjullo
1524066193975390208,AdeMemed3
807139076813897729,David_Wijaya03
1303593561363894272,GustiMberkahi
1351138416088510467,B3doel___
1414859048772456454,AdaieRecan
1368757104094314500,Djantjik
1598332594768482310,JarwoMirit
1180459966299131906,DwiNoviantoro1
1226098946944012290,Atarambowo2
1395975607347863552,dcristnugroho
723813028580335616,lizaariani5
736384867181547520,Mentimoen
1538474908770267136,MAreborn444
1319838372,as_siglie
1567043496233795584,putri_andini93
1274974402048741377,Cr07fans1
1372891338165817352,2475Dyan
1593416959311302663,Ustmanu1
55507370,tvOneNews
250614155,DiniHrdianti
1488415825958944771,OjolNyambi
1486631613932834819,ki_cakrasurya
534887156,RiffahFasela
2650421658,NgkongRoses
712849158713946112,ahmadsalam0741
1028235985631367170,jibuthilal
1421527261409275906,jo_anezt
1138727688,mulanbilqis
1500306703921074181,deniican1
1017571382,DolfieOtay
609998771,moekartho
1569590075855609856,BarusKafur
1000648939,aguscosmo
2562540426,ezra_ekofebri
1402195409578041344,Hanvisoon
1411019388082290688,shw0692
114721967,owibukanowo
1643277624,purnomowardoyo
1476021941261651970,GoblegAsal
1331434549151088643,AmdBadarudin
337451995,idinzainuddin
1060450600993714176,pakguruhonorer
2718336037,SuwandaBen
1282053823540809728,Colibri79437982
821732253390618624,AAndryanto2
1037981216186675202,S4N_W1B1
1369613366512087041,TohidTri
3279119510,SenaDipa
1295037078120538114,Virdhansyah1
1172280133853466624,g_heryawan
1475363138946015234,teuku_desky
1378254281904549888,SutayaLili
1211608343648727040,S4fitr1HS
1444968386987900931,masherpova
1377810688005918721,Jessie_7262
1583657513618378752,Fathul_jawad07
1255462834466697216,CungkringYanto
1397442628099055616,warkopombakri
1538763501107556352,HeruBowo9
791900351645351936,DethanVic
384019165,gatot30
759057872982384640,Darmalik3
1048461252307996673,AntonySusan3
606882049,sendalsendul
1383895142575214592,Ibrahim53885706
1166532124121239552,miicies
1560478777062203392,kada_aja
71436318,KompasTV
3548868619,xix0_3
359285232,handokosavio
1372502248635305984,Jonijon27123906
1542050854714613760,TyaDinaKoe
1567542388981395461,ReadOne30777215
79127818,yahbangmrx
1298902376380686336,WulungjagaNKRI
883979599108947968,MNubuwah
1598415836376535040,Yudhiapril8
1102378573719994368,DPablo29136515
1361739275952287744,cherry_bg
1265626049171390464,EkoMargono18
1594975731422875648,Emon39976649
1374638862975168512,Raya50211035
1487731858037035010,Andreansyah_088
1547931249834020869,sitidew40251554
1586686404662550528,pendi138
1548126240120635392,helmetan1
1149978119119355905,kumpaianyuk
1024595280732205057,UncleJames01
1480485388477030400,SonSon87254135
1071075156045422593,Nast_1205
1533242396129243139,BudiPrass71
1450771664896028679,azkapribadi29
1288079345194430466,yudi_shinata
1567158624551837696,SangPejuank
53608096,luckyasikin
885263919568244736,Wahyonoeltech
2835214428,Purwo2004
1331651927298375680,Olielleo
1242653864030957568,ndong__
1583115526192394243,husrizal_rh
1180064041487589376,DasriSyafrial
1453038526325346305,EulisEulis1
1575521455,onosuprayetno
902837643024539651,medcom_id
1375250061953703938,Dojee22
1573998600010334208,RKIJ_KotaBdg
1265044471613321216,DoddyW2
1265465316164829184,S4N_WB2
748509542795739137,rethiesri
1402421869798559745,LamhotS54358091
2331518228,Dediy_orlando
3844318226,retnoeddy
1312756428961054721,Bobonaro4
1316321212369313792,ikhsan_nazriel
1583606866877493248,RosnawatiNenny
2430134676,Totox_her
1113686467694325760,JSuhendarTea1
1574011498459906049,RKIJ_KabBdgBrt
1584667179689340928,sudirjojo123
1553268661057556481,naniyurnani
2573925402,4244e9a4b4ec424
1511808358462128128,Purnomo81853219
1540214771467059200,JasminAdi1
1452982782200713220,laki2enjoy
1124782909364170752,mrtaufik19
1441761588038410240,ur_comrades
740987790,finnomufler
1534726962219868160,JaeKodok
1001144631575236608,carleskiwi
1231605758132989954,BoyJustice1
1337010126704676870,There91194264
932286481137307649,MaryamM04135566
1119535353465937920,andriyhans9
751317575145955328,Ichan_Pitoeng
160668889,PartBurungGalak
1524980556190347264,Verraagustian_
825710825373462528,pangemananmalfa
1443459110897258496,mdhikron
1550153244676354048,Alba89MsMugi
755818803494133761,trisnowidibagus
775524805,fariji_lacak
779917533231013888,yudha_sindu
1634374070,___Junaidi
2368493833,7Faisal_AB
1077053976309248002,Azhari89456519
945945204661481472,cybercebong
1551074253084463104,jastar36991118
2495508415,Darmawan_bs
1576527335956054020,AsusLive13
2782681848,rmatahari96
1591094528165175297,arsyik_umar
1518114109564538880,Abdul11654604
930129630358421504,Eneos2017
110496340,herubadala
1576003385907871744,Anies_Relawan
1576602954471460866,wirosab67555974
1362708818929483779,SipenkAyas
1105869558127063040,nabil_mrayyan
3603643274,NannyAlexendry
1109463301811900416,AkhmadDimyati13
1585243566460522496,SalbootD
1321987797775917056,KilatSecepat
1530174652529582081,pradanusantara
765907293464567808,agusobhie
1385767067916271618,Galih_Akek2
1022387521886375936,RizkiDikka
1549032272963448832,3Thomaz89
828349957,JoncyJonacta
1083973246884622337,Criztiandi
1543330896363032577,goturkiyego
1241991636139118592,BimoWic888
1545401064496971778,hermin_hariani
1476178764,ariferha_rift
1555786244399206400,Kembara082022
1387659531564457984,KangE47204428
1482978642539941890,Pakde_ian
1104355370506477569,gjxx41
886092558278868992,kingsDja
1584004925272379393,CekHoaks
1598225275351076864,AyuChelsea11
1295326685244448773,Dharmas56190807
54196218,sandyprasetya
964638696283582464,VPati80
276424408,eelezha
2921869340,BoesthamiA
1581262816493056001,cinta_lumrah
1564455260261068800,spanindo26
1312680094863749120,SayaTopo
1548205338511286273,kuada51
1310924349440888832,laskarpeningit
1583787755594997760,AniesUntuk
1152599249369980930,RusliUncle
2354412794,MZianu
907928837534605312,Hadisang70
751981962,SumardiEvulae
877431439452585984,JohnKebos45
4373496012,soendoet1980
1471398850719989763,JailaniSiron
1288727672500019200,Didiek09165668
998529970006736896,IrulGonjor01
1314765783445069824,JukiGakTega
1364872917905858560,Dery59123856
968993880,AbaAbdirrahim
1160092356877512711,kasrulsani9
1211550743469019137,KAPITANBESAR
1877415655,jwindria
1554921650935644160,Stefan304091652
1140084771453714432,RizkiR4madani
414597892,B_Hendratmo1
1262066031679291392,zhivanka_vashti
953797574556729345,jennifer_xixi
1476396212093796354,Payjo0791
1015465074473857025,wong25i41
1376024371949498371,APKTNTAJ_Ye
223481659,towongsing
133794765,yana_diah
1457689526705344513,Mahli25290198
784216450479382528,tedi_pirmansyah
1587827317421678592,anyelirdarlaac
1519424084051824640,AntiBangsatBgs
1315841068563193857,bgharrrr
1000996791217606656,1stCitymedia
1267815455835566081,Arie71733194
1574056665519099905,d2_tanAbby
1559966861319553025,jaemudyin
588935259,Rena_mareta
1346490667573288961,UsniErlangga
1581499945466490880,Bersama00001
1066987860757143552,MachyaSt
112104188,raihan_oo7
131582044,superUnknownnn
1558699950321856513,Nusa1945
1135871846526537728,mohamma27098515
1225946167969583105,955r8411
2440056836,YummyWantanMee
1500695994073157634,idoasberger
193222750,hari_chus
773729753488560128,KEWALORENZO
1096052593623613440,Cahkuwut
1389949819096076291,hitampekat_2004
295507436,Rajisapotra
1442505044075503626,Reza04674173
1302840334016102403,roudytoop
1412097795897499649,Iwan52333552
1548351862956404736,dijeslaludihati
69098972,ekose85
1061188894606090242,bams_1eng
85518308,Nurizal
1554049899901362176,EndangYunitasa5
873066550911090697,budi_rajaser
1201422267294502912,z_zalara
371570254,widi_kartika
1078607352507424769,Guse43935882
1176121585968660482,Kimi58486332
1467076852011323392,ibrahim34677325
1394057104705523712,amaro_sobri
869775734268547072,the_schloss
1574635979805114368,badoncl
2519082643,apocalypsoblitz
1394606488383942656,Slash00713
847210370,Mpon_Mponn
1494728485712982020,Zacki32354499
91185042,siticeriaselalu
133935564,rizal_alfarouqy
3229241306,khulevii
1570745594276356097,SAHERI92
3967463592,MediaPKBLmj
64951959,ariesprima
1166305200082042881,_Umamlik
855974844784967680,IndraXiana
1184816453079355398,Andreas_AdyM
1264865648686936066,sarpan2000
2532026125,TentaraRakyat
68442242,peterloveyou
1114542785246289921,fksuhartono
1568777284282363905,Sabarmulia3
1431153345092227074,JailJali
312311212,elninn
1572600613099425795,JSedoe
2560620056,donyardi13
1175244650,pawsient
72007047,bungdree
948237246,AHKurnia
952820028839088128,GagakNew
1550684481149087744,OcOmaLie
996662969013493760,KsatriaRinjani
2391012962,RusdiNoorManap
1142024637414379520,purusapati
1214740975014146053,IxNdheso
1561722392497381377,rumudi
173114120,Sgm_mks
1572910310864060417,elly_elizar
1069061639679311875,Ima98338226
1549933945323606019,SugengW47694548
2514109722,Fitrisoejoto72
1072266353980059648,JabreakYudha
1529688944350154752,Dh4n1eL33
1283411534551453696,AmandaVirza
1403383773471797254,Amru20211
860198295905345536,angga_rusmanto
1525490358683336704,YPrasty0
1436667760340127744,62avatar
1205689871639040000,iendrea1
1451296650,antasa96
806176802557161472,SiomayCapKuda
234628519,jisatu01
1586691646905028608,XenaByzantine
1043470270856495106,pasilajunaidi
1493615068483055616,FSuferryandi
1568228352192040962,yantanu08
1493438681213898755,GerindraLPG_
608334216,Atiq_Tam
1549740721762369536,sup3r4banx
1198400601517748224,nusantara_one
1542919997042851847,RiandaHamdani
1583036478564667392,te_ken14
836256707391053824,hjkuncoro
2906512424,yotifolk
242704195,AEPishere
1577863436582604801,AjunNduh
1364221680,LiemHermanto
1551750417322717184,jiwe3107
1192847720131645440,DjArif43266196
1493838468472270849,AbahGrand
1155174248018665472,GedibalMinka
2748535542,ryolandafit
375995332,OfficialiNewsTV
1109288754999517186,TukangRitwiit
1550782582316339201,o3nNHboQbkXZQnn
352481844,Saliminbunyi_
1516411852275732484,WefisidoleFahr1
17702848,affanusman
1256271627878232064,revolted5
958670045411909632,modien_ganesa
1431188142002896898,RidwanAffandy10
1202595358221537280,Jadoelmaniz
1649827860,rustambyahya
1549204471741546497,NKRILover45
1117602172168859648,Murni68171189
1030141668,satyarsa_bk
290249213,setiant_D
1119368362847375360,badir03
1539170519022391297,SiAlib07
867071863620476928,kawanlangitku
1536009435398623233,Ulthuf_Althofi
1347381739455332355,HasanDaud15
1142488713655545856,agustin_sastra
884612182087946240,kangirul803
1325364675534467073,__wantaNKRI
1549258710933188608,mawar1703
1111146215259828226,Anderestu1
955095517142200321,Koko07786294
1584904514347626503,ekosepu49052970
1595930668558450688,Pribumituan
1335205136705044483,Yu12yun
1447906699302486023,RojasRosa12
523397904,Dinata_Franky
1544991008626458624,BiBoDah1
92969502,setyosby
1004481606302646272,WiyonoHw
1557039986825838592,FxKhtx
1467659710761357313,mochzai10173155
1078509115,ari_wib74
1569533273927471106,didi_uwut
1401881945932406785,super_ega99
1280173469502541825,kokorobet03
712087765710610432,wackos177
865771538833752064,Rickastleyfan_1
227181670,adnansaefy
889332254949883904,Wiradchan21
1244292531090624512,YudhaShanny2
1458363566344400897,jumadi_jumjum
1345455529,DiniHdianti
1076847113210720256,masjava_
1059748257591488512,MR__Ariansyah
819940249836994560,wynorusia20
1251160333357469699,_3angel_
287603732,editya77
50509502,ferascorp
1345373658584268807,Amir13929659
1533798560528887808,AndreGa78981078
183644822,tris_bdg
1308925043594924032,khomsiku
1547134387694993409,ex_AnakLolina
101684362,enews_id
738702302110834689,radarbangsa_com
494196193,BaBaN_Elect
1582673145634250757,AbiAlfayath
1479060095354900482,Agust774596422
3340371673,gusadhie1
4258012393,rachflowy
1241695100566040576,YRuhiyat3
1559589062,Raflesrajoendah
940486643546386432,__RismaWidiono_
1382488459747598337,Yep85412267
778509168172863488,adelyena
980685208969031680,SantorinisSun
1101958568066998272,G336387
4123101253,a_r3mind3r
2833118186,shintaisung
873034812,luizpcn
1962109344,Sarahjosuaddic1
720655727816105984,Fr4nst
623336944,EmgalibOposisi
1518560747512791040,AliandoAliand16
2847060733,MahinFatavit
1560464522414297094,PendozaTobat
520529521,januar_soesanto
701971764989984769,MuhammadJafarK4
1166981215485751301,toplik5
1480869467361996804,slameta66292572
175856279,K_nank
246827165,Bioa_Puteak
3274892750,khailanee
1089314493480394752,djumelan
3078831428,syeifm
1210412187988029440,Ronggolawe02
1163394852035317760,HidayatAsrori
1193361784284909573,rohman_saikhu
1283248522796490761,Wakakakakakak11
1488359986745217026,OneGunanto
2798875490,royrohadi99
1586656628551450625,rikisya36034558
1576197329626943488,De_Liput
431712444,mnurilakbar
1180906687277850624,DILARANGMARAH
1586675521026330624,YuriEndah
1586654820701638658,rihanaaas
234276192,zhiem89
1150184535708934144,indosias
1298310278531039233,Cucu4Anak4
875411832,herlan_tri
1431787346127589378,Gamaudungu
982930819093164032,bravobroer25
704992694741762048,Koi1802
4555877534,OnisSmartco
103864370,ramenblaster
1552113004799729664,salima252lagi
1132501882499260416,jagadiri3
2695463725,triwul82
515267329,gagah76
1459787350397968391,Maxcassare
1512831573657538566,GerakAnies
1317065075602063360,BfBng
1112936622322929665,2dibukaB
